"area_code","area","item_code","item","element_group","element_code","element","year_code","unit","value","flag"
9,"Argentina",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1983,"%",5.08,"Fc"
9,"Argentina",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1984,"%",5.13,"Fc"
9,"Argentina",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1985,"%",7.28,"Fc"
9,"Argentina",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1986,"%",5.39,"Fc"
9,"Argentina",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1987,"%",5.48,"Fc"
9,"Argentina",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1988,"%",5.55,"Fc"
9,"Argentina",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1989,"%",4.97,"Fc"
9,"Argentina",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1990,"%",5.02,"Fc"
9,"Argentina",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1991,"%",5.43,"Fc"
9,"Argentina",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1992,"%",5.7,"Fc"
9,"Argentina",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1993,"%",5.68,"Fc"
9,"Argentina",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1994,"%",6,"Fc"
9,"Argentina",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1995,"%",6.12,"Fc"
9,"Argentina",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1996,"%",6.29,"Fc"
9,"Argentina",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1997,"%",6,"Fc"
9,"Argentina",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1998,"%",5.44,"Fc"
9,"Argentina",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1999,"%",5.55,"Fc"
9,"Argentina",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",2000,"%",5.34,"Fc"
9,"Argentina",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",2001,"%",5.26,"Fc"
9,"Argentina",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",2002,"%",5.54,"Fc"
9,"Argentina",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",2003,"%",6.01,"Fc"
9,"Argentina",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",2004,"%",6.81,"Fc"
9,"Argentina",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",2005,"%",7.02,"Fc"
9,"Argentina",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",2006,"%",6.03,"Fc"
9,"Argentina",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",2007,"%",5.41,"Fc"
9,"Argentina",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",2008,"%",5.62,"Fc"
9,"Argentina",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",2009,"%",6.29,"Fc"
104,"Ireland",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1971,"%",0,"Fc"
104,"Ireland",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1972,"%",0,"Fc"
104,"Ireland",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1973,"%",0,"Fc"
104,"Ireland",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1974,"%",0,"Fc"
104,"Ireland",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1975,"%",0,"Fc"
104,"Ireland",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1976,"%",0,"Fc"
104,"Ireland",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1977,"%",0,"Fc"
104,"Ireland",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1978,"%",0,"Fc"
104,"Ireland",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1979,"%",0,"Fc"
104,"Ireland",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1980,"%",0,"Fc"
104,"Ireland",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1981,"%",0,"Fc"
104,"Ireland",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1982,"%",0,"Fc"
104,"Ireland",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1983,"%",0,"Fc"
104,"Ireland",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1984,"%",0,"Fc"
104,"Ireland",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1985,"%",0,"Fc"
104,"Ireland",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1986,"%",0,"Fc"
104,"Ireland",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1987,"%",0,"Fc"
104,"Ireland",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1988,"%",0,"Fc"
104,"Ireland",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1989,"%",0,"Fc"
104,"Ireland",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1990,"%",64.25,"Fc"
104,"Ireland",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1991,"%",61.68,"Fc"
104,"Ireland",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1992,"%",56.47,"Fc"
104,"Ireland",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1993,"%",58.18,"Fc"
104,"Ireland",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1994,"%",53.64,"Fc"
104,"Ireland",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1995,"%",59.35,"Fc"
104,"Ireland",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1996,"%",62.32,"Fc"
104,"Ireland",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1997,"%",65.26,"Fc"
104,"Ireland",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1998,"%",59.55,"Fc"
104,"Ireland",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1999,"%",59.81,"Fc"
104,"Ireland",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",2000,"%",60.06,"Fc"
104,"Ireland",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",2001,"%",65.78,"Fc"
104,"Ireland",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",2002,"%",57.14,"Fc"
104,"Ireland",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",2003,"%",61.38,"Fc"
104,"Ireland",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",2004,"%",60.68,"Fc"
104,"Ireland",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",2005,"%",58.65,"Fc"
104,"Ireland",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",2006,"%",51.74,"Fc"
104,"Ireland",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",2007,"%",49.01,"Fc"
104,"Ireland",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",2008,"%",43.28,"Fc"
104,"Ireland",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",2009,"%",44.31,"Fc"
104,"Ireland",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1971,"%",0.39,"Fc"
104,"Ireland",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1972,"%",0.39,"Fc"
104,"Ireland",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1973,"%",0.45,"Fc"
104,"Ireland",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1974,"%",0.38,"Fc"
104,"Ireland",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1975,"%",0.31,"Fc"
104,"Ireland",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1976,"%",0.3,"Fc"
104,"Ireland",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1977,"%",0.33,"Fc"
104,"Ireland",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1978,"%",0.78,"Fc"
104,"Ireland",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1979,"%",0.62,"Fc"
104,"Ireland",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1980,"%",0.41,"Fc"
104,"Ireland",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1981,"%",0.34,"Fc"
104,"Ireland",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1982,"%",0.25,"Fc"
104,"Ireland",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1983,"%",0.17,"Fc"
104,"Ireland",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1984,"%",0.19,"Fc"
104,"Ireland",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1985,"%",0.18,"Fc"
104,"Ireland",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1986,"%",3.09,"Fc"
104,"Ireland",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1987,"%",2.83,"Fc"
104,"Ireland",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1988,"%",2.92,"Fc"
104,"Ireland",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1989,"%",2.79,"Fc"
104,"Ireland",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1990,"%",3.36,"Fc"
104,"Ireland",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1991,"%",3.4,"Fc"
104,"Ireland",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1992,"%",3.51,"Fc"
104,"Ireland",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1993,"%",3.5,"Fc"
104,"Ireland",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1994,"%",3.75,"Fc"
104,"Ireland",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1995,"%",4.23,"Fc"
104,"Ireland",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1996,"%",3.33,"Fc"
104,"Ireland",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1997,"%",3.32,"Fc"
104,"Ireland",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1998,"%",3.08,"Fc"
104,"Ireland",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1999,"%",3.03,"Fc"
104,"Ireland",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",2000,"%",2.95,"Fc"
104,"Ireland",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",2001,"%",2.9,"Fc"
104,"Ireland",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",2002,"%",2.9,"Fc"
104,"Ireland",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",2003,"%",2.92,"Fc"
104,"Ireland",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",2004,"%",2.72,"Fc"
104,"Ireland",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",2005,"%",2.77,"Fc"
104,"Ireland",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",2006,"%",2.51,"Fc"
104,"Ireland",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",2007,"%",2.41,"Fc"
104,"Ireland",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",2008,"%",2.42,"Fc"
104,"Ireland",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",2009,"%",2.47,"Fc"
156,"New Zealand",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1971,"%",0,"Fc"
156,"New Zealand",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1972,"%",0,"Fc"
156,"New Zealand",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1973,"%",0,"Fc"
156,"New Zealand",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1974,"%",14.71,"Fc"
156,"New Zealand",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1975,"%",14.12,"Fc"
156,"New Zealand",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1976,"%",15.54,"Fc"
156,"New Zealand",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1977,"%",17.39,"Fc"
156,"New Zealand",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1978,"%",16.57,"Fc"
156,"New Zealand",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1979,"%",15.69,"Fc"
156,"New Zealand",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1980,"%",16.4,"Fc"
156,"New Zealand",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1981,"%",16.65,"Fc"
156,"New Zealand",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1982,"%",16.65,"Fc"
156,"New Zealand",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1983,"%",15.5,"Fc"
156,"New Zealand",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1984,"%",16.11,"Fc"
156,"New Zealand",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1985,"%",16.57,"Fc"
156,"New Zealand",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1986,"%",15.43,"Fc"
156,"New Zealand",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1987,"%",15.83,"Fc"
156,"New Zealand",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1988,"%",15.79,"Fc"
156,"New Zealand",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1989,"%",14.04,"Fc"
156,"New Zealand",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1990,"%",17.35,"Fc"
156,"New Zealand",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1991,"%",19.04,"Fc"
156,"New Zealand",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1992,"%",20.24,"Fc"
156,"New Zealand",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1993,"%",19.61,"Fc"
156,"New Zealand",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1994,"%",19.37,"Fc"
156,"New Zealand",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1995,"%",19.95,"Fc"
156,"New Zealand",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1996,"%",20.65,"Fc"
156,"New Zealand",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1997,"%",20.97,"Fc"
156,"New Zealand",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1998,"%",20.23,"Fc"
156,"New Zealand",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",1999,"%",19.87,"Fc"
156,"New Zealand",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",2000,"%",20.84,"Fc"
156,"New Zealand",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",2001,"%",23.49,"Fc"
156,"New Zealand",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",2002,"%",23.01,"Fc"
156,"New Zealand",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",2003,"%",24.85,"Fc"
156,"New Zealand",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",2004,"%",22.28,"Fc"
156,"New Zealand",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",2005,"%",21.59,"Fc"
156,"New Zealand",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",2006,"%",20.94,"Fc"
156,"New Zealand",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",2007,"%",21.15,"Fc"
156,"New Zealand",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",2008,"%",20.34,"Fc"
156,"New Zealand",6740,"Bioenergy production",7204,72041,"Bioenergy production as a % of total renewable energy production",2009,"%",17.45,"Fc"
156,"New Zealand",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1971,"%",5.48,"Fc"
156,"New Zealand",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1972,"%",4.47,"Fc"
156,"New Zealand",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1973,"%",4.78,"Fc"
156,"New Zealand",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1974,"%",3.98,"Fc"
156,"New Zealand",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1975,"%",4.03,"Fc"
156,"New Zealand",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1976,"%",3.9,"Fc"
156,"New Zealand",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1977,"%",3.96,"Fc"
156,"New Zealand",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1978,"%",4.03,"Fc"
156,"New Zealand",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1979,"%",4.08,"Fc"
156,"New Zealand",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1980,"%",3.95,"Fc"
156,"New Zealand",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1981,"%",3.91,"Fc"
156,"New Zealand",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1982,"%",4.29,"Fc"
156,"New Zealand",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1983,"%",4.08,"Fc"
156,"New Zealand",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1984,"%",3.93,"Fc"
156,"New Zealand",6741,"Energy used in agriculture and forestry",7204,72040,"Agriculture and forestry energy use as a % of total Energy use",1985,"%",3.73,"Fc"
